,artist,song,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
927,tears for fears,sowing the seeds of love,spotify:track:0PbAyLrJRDxckQBLQ2Addc,0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,376733,4
928,tone loc,wild thing,spotify:track:0gljI0CtjpdZK6ecidfxto,0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,263573,4
929,debbie gibson,lost in your eyes,spotify:track:6PMDILZiYo4YzMBbE0dGK9,0.512,0.588,7,-8.591,1,0.0276,0.335,0.000806,0.0963,0.242,144.521,215147,4
930,guns n' roses,paradise city,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,4
931,linda ronstadt & aaron neville,don't know much,spotify:track:38I0z6FhSW6xailUkpAyZp,0.247,0.181,1,-15.072,1,0.0393,0.923,7.89e-05,0.0925,0.294,67.467,219640,4
932,paula abdul,forever your girl,spotify:track:0lmS0Wofcv7B7uFYssSKta,0.701,0.891,2,-7.873,1,0.0446,0.185,0.0454,0.076,0.747,119.966,299073,4
933,gloria estefan,i don't wanna lose you,spotify:track:6hHamT8EQnwHwWPWTNjYhE,0.521,0.49,5,-12.966,1,0.0268,0.0983,0.0172,0.0752,0.283,164.221,254587,4
935,will to power,"baby, i love your way",spotify:track:0kzSooCGpuphLwn8iTuO9h,0.625,0.435,7,-12.02,1,0.0286,0.02,0.00245,0.202,0.484,150.832,247200,4
936,tina turner,the best,spotify:track:6pPWRBubXOBAHnjl5ZIujB,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,329800,4
937,new kids on the block,hangin' tough,spotify:track:1cy5US2dffz6QGBAIzOGkq,0.597,0.282,11,-17.23,1,0.0256,0.285,0,0.105,0.301,134.797,263933,4
938,milli vanilli,blame it on the rain,spotify:track:0UUpyDCYzkziXJ1TM4awHM,0.758,0.827,4,-6.151,0,0.0774,0.00326,0.000169,0.0946,0.506,97.515,248533,4
939,madonna,cherish,spotify:track:5OKScc0MSa9Wl8g2zrulLn,0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,303493,4
940,marc almond & gene pitney,something's gotten hold of my heart,spotify:track:3xZurXas9e6GiAXJPIXwxC,0.536,0.702,4,-7.494,1,0.0244,0.000842,4.47e-05,0.111,0.37,98.252,277140,4
941,milli vanilli,baby don't forget my number,spotify:track:3t4EJY6cTsb6FyP1EQzajK,0.851,0.649,6,-12.877,0,0.0748,0.00543,0.0029,0.156,0.846,100.302,249640,4
942,black box,ride on time,spotify:track:3pgainA2dH9c7e8JVYGRCN,0.648,0.858,9,-6.58,0,0.0323,0.00128,0.556,0.0535,0.62,119.031,272147,4
943,u2,angel of harlem,spotify:track:7iBav4v8maicL8cWKGxFhQ,0.519,0.694,0,-10.792,1,0.0264,0.104,2.3e-06,0.111,0.928,102.718,229267,4
944,kylie minogue & jason donovan,especially for you,spotify:track:0RrEzeQHbjcjd7atiJqvYg,0.465,0.651,5,-10.83,1,0.0299,0.269,0.0575,0.159,0.189,80.652,245002,4
945,young mc,bust a move,spotify:track:3IeCYkdKI55mNMl2o4vX0k,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,263914,4
946,bad english,when i see you smile,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,7,-9.902,1,0.0339,0.42,0,0.187,0.33,135.671,257440,4
947,bon jovi,i'll be there for you,spotify:track:07HqIg8BnB1lJElnw2ZiSR,0.437,0.727,2,-5.432,1,0.0293,0.0532,0,0.103,0.233,73.029,346587,4
948,the rolling stones,mixed emotions,spotify:track:6fKQblT3h0U2ydiDbnsyfa,0.493,0.956,7,-4.257,1,0.0429,0.0995,0.000295,0.83,0.831,137.091,278107,4
949,guns n' roses,patience,spotify:track:1OEoNpiyqBghuEUaT6Je6U,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,4
950,roy orbison,you got it,spotify:track:6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,210267,4
951,janet jackson,rhythm nation,spotify:track:4nTYxxF8iWBq54LO3dBUie,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,330933,4
952,new kids on the block,i'll be loving you (forever),spotify:track:1cy5US2dffz6QGBAIzOGkq,0.597,0.282,11,-17.23,1,0.0256,0.285,0,0.105,0.301,134.797,263933,4
953,the cure,love song ,spotify:track:1BvhHCiK2x7CRa0T9ncrlE,0.55,0.325,9,-11.456,0,0.0315,0.641,0.933,0.0668,0.257,91.78,283480,4
954,michael damian,rock on,spotify:track:6e3O5XkMEhMAatdKnOlZPh,0.433,0.798,1,-3.603,0,0.0805,0.0315,0.00196,0.048,0.584,168.247,212348,4
955,alice cooper,poison,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4
956,bobby brown,my perogative,spotify:track:0hW72l6tZgSY7Od2OUVDIC,0.774,0.729,2,-7.806,1,0.293,0.228,0,0.257,0.475,104.009,254453,4
957,paula abdul,cold hearted,spotify:track:6jrp8qBMJO6vhAeYVAsdk9,0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.0787,0.724,122.38,230853,4
958,poison,every rose has it's thorn,spotify:track:43GS3mtezoIFiuIZCLLiDY,0.533,0.637,6,-5.571,1,0.0323,0.16,1.12e-05,0.369,0.292,140.167,260173,4
959,richard marx,angelia,spotify:track:2cG2bZy32qIxWVbFrobSQ1,0.54,0.64,8,-8.557,1,0.0251,0.114,0.000685,0.245,0.523,97.033,317933,4
960,edelweiss,bring me edelweiss,spotify:track:1UJXIy75TXsWlhRkzsC9Yk,0.683,0.92,11,-8.899,0,0.0441,0.00183,0.293,0.113,0.764,118.225,221267,4
961,metallica,one,spotify:track:0LAcM6I7ijW4VVW0aytl1t,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146,3
962,jive bunny & the mastermixers,that's what i like,spotify:track:5UmDpzngy9Km4ennDma7jq,0.695,0.941,10,-5.534,1,0.108,0.0435,0.00095,0.116,0.788,165.006,241507,4
963,love & rockets,so alive ,spotify:track:7pfP8Z9M9KRUtzTLcnjem5,0.698,0.567,10,-13.968,1,0.0296,0.00548,0.234,0.147,0.919,118.826,257827,4
964,tone loc,funky cold medina,spotify:track:5YIF6HSOtHN9HdcE5IPzMe,0.988,0.633,5,-15.012,0,0.0888,0.0755,1.88e-06,0.0668,0.929,117.493,248160,4
965,the cure,lullaby,spotify:track:4d4oXk7O2lEhZ83ivV93li,0.718,0.557,9,-10.679,1,0.0328,0.185,0.707,0.055,0.586,94.095,249880,4
966,jody watley,real love,spotify:track:0vbbwEUSkZf3oA1dLlIoFL,0.7,0.727,7,-8.341,1,0.0737,0.00241,0.00131,0.0267,0.704,109.165,261440,4
968,don henley,the end of the innocence,spotify:track:3NWcFiL6oCEagrFiTdDr1m,0.623,0.425,8,-13.045,1,0.0291,0.306,8.65e-05,0.108,0.392,116.593,315307,4
969,bon jovi,born to be my baby,spotify:track:50ZpPgU81payZxI2H7QXNM,0.534,0.959,7,-4.289,1,0.0379,0.0089,0,0.347,0.756,131.278,280107,4
970,aerosmith,love in an elevator,spotify:track:1l6DV8qhmCdgOKLSAFzPOe,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,321827,4
971,simple minds,belfast child,spotify:track:0guW4g1Z0gJjkKxkIy7VR7,0.162,0.512,7,-8.346,1,0.0439,0.316,0.0645,0.0977,0.335,161.965,402173,4
972,jason donovan,sealed with a kiss,spotify:track:2PYP9kcLqqNfRUXHCheYmn,0.532,0.542,4,-7.961,0,0.0247,0.503,0,0.173,0.539,95.97,152753,4
973,bobby brown,every little step,spotify:track:0s6e7ZafqOAUBDoQYGmxrc,0.797,0.656,1,-11.601,1,0.0404,0.00721,0,0.0377,0.948,99.828,237240,4
974,donna summer,this time i know it's for real,spotify:track:6ez4yXpLini3DSbaLR10qZ,0.614,0.878,4,-10.016,0,0.034,0.0154,0.00637,0.0486,0.865,116.029,218933,4
975,tom petty & the heartbreakers,free fallin',spotify:track:7GIlNI3ry1HfM5l35pSROT,0.244,0.715,5,-6.039,1,0.0381,0.325,0.00168,0.968,0.314,73.864,286280,3
976,richard marx,satisfied,spotify:track:4V87hYB94wu8DFtd901riK,0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.843,108.991,254467,4
977,sheena easton,the lover in me,spotify:track:6pvIzUyq2yxvIEIK8i6hRs,0.818,0.808,7,-8.536,0,0.0467,0.0274,0,0.0592,0.931,115.221,301373,4
978,depeche mode,personal jesus,spotify:track:1xShPgQbOUa98avWJQFDBY,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,4
979,belinda carlisle,leave a light on,spotify:track:6XEoRP3ligos6GnuCkxBkj,0.557,0.824,2,-9.053,1,0.0524,0.0291,0,0.0829,0.549,128.688,277293,4
980,jason donovan,too many broken hearts,spotify:track:2AeelxeYAriGv9fHq1Fjsg,0.652,0.966,9,-6.554,0,0.044,0.104,0,0.357,0.921,122.214,197187,4
981,peter cetera & cher,after all,spotify:track:5uLzt12utOMjRM77y4jRjI,0.679,0.188,4,-16.478,1,0.0668,0.316,0.916,0.133,0.297,72.989,232387,4
982,skid row,18 & life,spotify:track:7f0T8LRLacALoDimYCP0Gt,0.326,0.991,7,-4.307,1,0.0767,0.000102,0.00464,0.113,0.134,182.099,192224,4
983,warrant,heaven,spotify:track:2dEgwtRjYl6TJkIwjRwn6z,0.461,0.488,6,-11.143,1,0.0287,0.115,0,0.128,0.33,145.778,236867,4
984,michael jackson,leave me alone,spotify:track:7zILPDxYcUt7AFslua0mc5,0.844,0.964,4,-3.262,1,0.137,0.332,0.00331,0.0743,0.655,123.574,279427,4
985,u2,all i want is you,spotify:track:34sL4eaI8UKWOyYpCvoboU,0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933,4
986,natalie cole,miss you like crazy,spotify:track:6d1IYeSfyqOTW61rPgocGD,0.595,0.546,2,-6.251,1,0.0267,0.633,0.00422,0.0697,0.255,131.136,234280,4
987,lil' louis,french kiss,spotify:track:7hnqJYCKZFW7vMoykaraZG,0.689,0.505,6,-13.846,1,0.0867,0.0133,0.818,0.345,0.564,123.948,591733,4
988,inner city,good life,spotify:track:5sJiLlgQKBL81QCTOkoLB5,0.716,0.783,4,-12.876,0,0.0496,0.172,0.0346,0.0327,0.952,121.306,244773,4
989,martika,i feel the earth move,spotify:track:1e6GFjm3eYtcnMg4akp6ze,0.701,0.934,7,-6.504,1,0.0353,0.098,0.000493,0.0435,0.943,124.724,252933,4
990,sheriff,when i'm with you,spotify:track:3RJof5CojqlbgZ5adHw50O,0.248,0.324,9,-10.878,1,0.03,0.274,0.00946,0.113,0.122,135.786,238040,4
991,carly simon,let the river run,spotify:track:0ubzTDRfqwMcmbbpK15sQX,0.41,0.46,2,-19.084,1,0.0574,0.933,0.47,0.182,0.307,101.797,140787,4
992,edie brickell & the new bohemians,what i am,spotify:track:6hHUiDe461VUoTHnsplRYs,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,296360,4
993,kylie minogue,hand on your heart,spotify:track:3AT2gH4qI0zz54Y1wKt650,0.679,0.922,10,-4.923,1,0.0791,0.184,0.000233,0.0986,0.748,120.517,231053,4
994,prince,partyman,spotify:track:1Wn5LO7y9CLW0lHf2hNt8k,0.846,0.617,9,-11.6,1,0.0806,0.0521,0.00109,0.797,0.835,117.75,191560,4
995,queen,i want it all,spotify:track:4DtB1PJsbl4KAb2rZVNCUL,0.414,0.842,11,-5.698,0,0.0483,0.025,2.45e-06,0.374,0.392,92.09,242093,4
996,bon jovi,lay your hands on me,spotify:track:7yJYnyb2Hx4G1i12DVpead,0.332,0.967,2,-3.859,1,0.0679,0.177,0,0.308,0.389,100.497,229293,4
997,roxette,dressed for success,spotify:track:7dOyP04azUFikPvAkhRBeJ,0.744,0.67,5,-5.305,1,0.0298,0.0831,0,0.184,0.856,119.706,249840,4
998,de la soul,"me, myself & i",spotify:track:56PbLY5mvgbBiIIMeEg6d5,0.577,0.505,3,-9.205,0,0.109,0.483,0,0.155,0.183,139.87,236203,4
999,holly johnson,love train,spotify:track:1NUDglpwwjYElxi6siVRka,0.611,0.784,0,-11.869,1,0.0331,0.157,0.00035,0.316,0.834,108.915,242000,4
1000,pink floyd,another brick in the wall,spotify:track:4gMgiXfqyzZLMhsksGmbQV,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4
1001,the j. geils band,love stinks,spotify:track:3K9QlS0VCtkzUvo0HY75VE,0.65,0.449,0,-7.555,1,0.0281,0.00312,1.94e-05,0.548,0.699,89.641,224560,4
1002,"lipps, inc",funkytown,spotify:track:5dIKF6uVJ206hj0pO0gg0I,0.893,0.509,0,-10.136,1,0.0659,0.00154,0.515,0.0783,0.334,122.478,469347,4
1003,don mclean,crying,spotify:track:2gjQdYRk5A17t5pNxQXmuN,0.302,0.344,0,-11.894,1,0.0277,0.466,1.53e-06,0.184,0.242,140.763,230560,4
1004,stevie wonder,masterblaster,spotify:track:2yiFDXMPN1unjFbgwpGF6d,0.681,0.644,8,-5.729,1,0.0396,0.0707,0.286,0.0768,0.81,131.915,261333,4
1005,olivia newton-john,magic,spotify:track:56BSwBKWHYldQOgYLHiehs,0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,271667,4
1006,johnny lee,lookin' for love,spotify:track:5pvNhGuCow3Eq1nWbP3Sco,0.74,0.394,2,-15.126,1,0.0331,0.586,0.000215,0.316,0.78,123.689,220440,4
1007,billy joel,it's still rock and roll to me,spotify:track:64UioB4Nmwgn2f4cbIpAkl,0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,176440,4
1008,smokey robinson,let me be the clock,spotify:track:6XljaLDO81KTEY3YhOQsuB,0.463,0.493,9,-8.785,1,0.0295,0.402,2.77e-06,0.087,0.594,162.017,315813,4
1009,pat benatar,we live for love,spotify:track:1TE4S9kqvml9o8JpPR8kBf,0.565,0.672,6,-12.446,1,0.0325,0.0474,0.00248,0.125,0.743,134.932,237400,4
1010,rocky burnette,tired of toein' the line,spotify:track:3E3K8IXR3o7XOBvaGE2e55,0.67,0.773,4,-10.953,0,0.0377,0.677,0.00192,0.309,0.827,120.465,223373,4
1011,adam and the ants,antmusic,spotify:track:2tYnmGr2CTrCugCNK73uoW,0.695,0.806,2,-4.119,1,0.142,0.101,0.00012,0.37,0.635,81.151,216960,4
1012,the clash,train in vain,spotify:track:6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667,4
1013,blondie,tide is high,spotify:track:165NAtd2DRPKNQ6EVY0VG9,0.778,0.667,11,-7.273,1,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893,4
1014,pretenders,brass in pocket,spotify:track:1QaJWSCk3UMKLotnPCIHh1,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960,4
1015,the j. geils band,come back,spotify:track:4SnovfTMzsmOnAfITyPFTP,0.71,0.822,5,-6.827,0,0.0306,0.00203,0.00938,0.0541,0.956,125.06,312600,4
1016,jimmy ruffin,hold on to my love,spotify:track:2Za4lJsKvFrGDQti1spdFi,0.714,0.994,2,-6.159,1,0.108,0.353,0.000341,0.34,0.753,129.577,250373,4
1017,whispers,lady,spotify:track:7sPLPOIORz3sLE2oNbpndr,0.495,0.393,9,-8.634,0,0.0593,0.353,3.42e-05,0.138,0.71,67.953,307507,4
1018,adam and the ants,dog eat dog,spotify:track:14oumgYnassLxoi0ZBH9uL,0.624,0.854,0,-4.833,1,0.0421,0.013,0.000616,0.331,0.751,103.892,190187,4
1019,ac/dc,dirty deeds done dirt cheap,spotify:track:2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4
1020,"jacksons, the",lovely one,spotify:track:0ly0K8nNKxIYUVxA8IGLWi,0.796,0.907,1,-8.093,1,0.0508,0.0518,0.0901,0.674,0.692,121.456,291573,4
1021,kool and the gang,celebration,spotify:track:3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4
1022,hall & oates,how does it feel to be back,spotify:track:1VXyCEHxaoVXZ84lmlliDF,0.624,0.503,2,-12.6,1,0.0388,0.234,0,0.165,0.809,116.615,275947,4
1023,dexys midnight runners,geno,spotify:track:7gb626DDDHoiuVAGZEnlJk,0.481,0.6,6,-8.722,1,0.0801,0.688,0.00633,0.963,0.818,124.637,207227,4
1024,bob seger,against the wind,spotify:track:1SWmFiFSIBoDbQJjNKC7SR,0.674,0.771,7,-5.612,1,0.0246,0.28,0.0318,0.133,0.718,109.618,333720,4
1025,eddie,drivin' my life away,spotify:track:3PJ9yQv8IUmLx24KFvaVEI,0.66,0.639,9,-12.749,1,0.0369,0.0966,0.00104,0.0442,0.843,84.124,194667,4
1026,whispers,and the beat goes on,spotify:track:7oQ1wkBmYSBEC2x7U08dvn,0.793,0.643,11,-7.345,0,0.106,0.134,0.00246,0.0361,0.963,114.894,454253,4
1027,mickey gilley,stand by me,spotify:track:3Fa7jdzVHdykpioJP1Qw7Z,0.666,0.42,4,-12.28,1,0.0255,0.699,0.0511,0.142,0.34,90.794,214924,4
1028,tom petty and the heartbreakers,refugee,spotify:track:4mcZYzoGwPRDdhWVlygiHf,0.579,0.705,6,-4.911,0,0.0339,0.0273,0,0.0704,0.761,116.173,201693,4
1029,the jam,start!,spotify:track:4svNZgdVZNtpWKbb7nsaLs,0.633,0.351,0,-8.896,1,0.0506,0.00675,6.38e-05,0.108,0.913,139.335,149867,4
1030,air supply,every woman in the world,spotify:track:6OxnToSgslbtjJuNSKSdDQ,0.393,0.312,9,-16.918,1,0.0366,0.307,0,0.134,0.362,156.361,209600,4
1031,linda ronstadt,hurt so bad,spotify:track:3c0Ys2ie05I4Csansv7Jhi,0.63,0.432,7,-9.454,0,0.0275,0.371,7.11e-05,0.11,0.604,99.889,196000,4
1032,the doobie brothers,real love,spotify:track:1NI2i1BjKiVrEYCC0WTug4,0.751,0.467,5,-9.295,1,0.0314,0.468,8.8e-05,0.0511,0.935,118.159,259267,4
1033,bob seger,fire lake,spotify:track:2fZw0ya0oI4pXsjkB0NBHs,0.613,0.695,9,-5.783,1,0.0253,0.23,0.00191,0.187,0.45,122.47,212987,4
1034,ozzy osbourne,crazy train,spotify:track:7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
1035,eagles,i can't tell you why,spotify:track:02BsTeJE4q5gWOTt58ur5U,0.707,0.346,11,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094,295050,4
1036,joe walsh,all night long,spotify:track:5ChtxGDwG1N9YMLiov1yiz,0.626,0.568,9,-10.879,1,0.0348,6.97e-05,0.842,0.158,0.409,126.982,210947,4
1037,kenny loggins,i'm alright,spotify:track:7vJnM5FUcOV3xAKJHSSUWj,0.554,0.833,7,-7.562,1,0.0459,0.128,1.75e-06,0.3,0.95,162.854,226373,4
1038,pure prairie league,let me love you tonight,spotify:track:6vOMU2u38Z9Wru3CqPxcKs,0.461,0.454,10,-12.352,1,0.0488,0.404,0,0.0657,0.703,104.556,167107,4
1039,the outlaws ,(ghost) riders in the sky,spotify:track:4ncVYIs3UFvitjvc8RIPkM,0.228,0.896,9,-7.241,0,0.13,0.0132,0.0273,0.795,0.146,128.433,351400,4
1040,dan fogelberg,same old lang syne,spotify:track:0juQNDN4EdiuG97rgKywkF,0.457,0.355,0,-12.7,1,0.0284,0.792,1.85e-05,0.225,0.291,108.101,315733,4
1041,heart,tell it like it is,spotify:track:2F1tiSvwwzEpMyEEfVGyaA,0.306,0.422,0,-13.578,1,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,269707,3
1042,electric light orchestra,all over the world,spotify:track:7uHMtJWGTvHH5buZ3rgkTU,0.666,0.762,2,-6.724,1,0.0384,0.541,0,0.933,0.796,123.798,244093,4
1043,cliff richard & olivia newton-john,suddenly,spotify:track:6xaYQeFqc6lKN1sMmMPLJ2,0.634,0.243,8,-17.196,1,0.0341,0.742,0.88,0.118,0.19,133.998,250973,4
1044,linda ronstadt,how do i make you,spotify:track:2WX2HSBKkcKVvqTukHZS22,0.42,0.822,11,-8.269,1,0.0542,0.000427,3.83e-05,0.166,0.843,165.936,144773,4
1045,the boomtown rats,banana republic,spotify:track:6R5ZRVoIFx15PQyx9byjtp,0.534,0.632,0,-6.727,1,0.124,0.392,0.00531,0.112,0.494,93.741,303333,4
1046,the boomtown rats,someone's looking at you,spotify:track:0NQU4LnSZ7ClHVw8Mt2R9j,0.446,0.782,11,-4.88,1,0.0352,0.00405,4.69e-05,0.121,0.534,131.401,264187,4
1047,roxy music,over you,spotify:track:3FUgeEAXmITQys2lwVhU2Y,0.574,0.789,2,-5.211,1,0.0324,0.000231,0.0544,0.431,0.706,127.496,207027,4
1048,pat benatar,hit me with your best shot,spotify:track:0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267,4
1049,donnie iris,ah! leah!,spotify:track:3ifaGhNHnCPQ9zdnOfolcZ,0.652,0.788,6,-7.505,1,0.0266,0.0164,1.74e-06,0.0837,0.868,105.094,222533,4
1050,pete townshend,let my love open the door,spotify:track:0otlwsD3mSogk7VJCTp6Kg,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,164653,4
1051,spandau ballet,to cut a long story short,spotify:track:1NlJv9YBuvgbb9pO51vqOY,0.577,0.893,2,-5.113,1,0.087,0.147,0.802,0.0864,0.86,142.424,199693,4
1052,roxy music,oh yeah (on the radio),spotify:track:6iQKl2DFrO0pNRgYz0Mjlg,0.664,0.53,0,-9.652,1,0.0275,0.165,0.00246,0.114,0.465,140.121,292240,4
1053,gary numan,we are glass,spotify:track:4J0E5Dpkw0fll3llImBet0,0.647,0.82,0,-8.473,1,0.0316,0.265,0.00271,0.248,0.831,134.597,287400,4
1054,christopher cross,never be the same,spotify:track:2vUoP3ppYxD1F5ovbnmM46,0.758,0.669,9,-9.501,1,0.033,0.28,7.49e-05,0.5,0.831,125.263,249733,4
1055,gary numan,i die: you die,spotify:track:6eGZDiQHdJmHQhtMuPmnHD,0.583,0.628,5,-8.56,1,0.0302,0.148,3.11e-05,0.0981,0.33,145.715,227573,4
1056,carly simon,jesse,spotify:track:2ifpWVChV5iLsHozrX6IHQ,0.73,0.61,0,-13.418,1,0.0408,0.24,0,0.0969,0.779,106.512,261000,4
1057,the police,so lonely,spotify:track:2wnsBaxrmkthIFAm6vqCuX,0.541,0.571,7,-8.308,1,0.16,0.0123,1.55e-06,0.0933,0.73,77.335,289587,4
1058,genesis,turn it on again,spotify:track:5KXTDunEgNVBnuSBDzsm6x,0.546,0.813,4,-10.143,0,0.0356,0.196,0.00502,0.0486,0.427,128.131,229333,4
1059,joan jett,i love rock 'n roll,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4
1060,j. geils band,centerfold,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,216533,4
1061,tommy tutone,867-5309 / jenny,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,4
1062,foreigner,waiting for a girl like you,spotify:track:2OgVsp77En2nju8pnCieVU,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,292067,4
1063,bob seger,tryin' to live my life without you,spotify:track:30XMQl7w3JozUbN6JVpk2Q,0.513,0.904,2,-3.524,1,0.0499,0.0181,0,0.964,0.772,104.767,240107,4
1064,tom petty and the heartbreakers,the waiting,spotify:track:4ZA0EXmjnZIYguEMf0Mc88,0.565,0.923,2,-4.535,1,0.0316,0.0357,0,0.354,0.722,119.971,238493,4
1065,blue oyster cult,burnin' for you,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,271000,4
1066,the moody blues,the voice,spotify:track:0iGNd4z2m80OjE2JcWmBSs,0.439,0.831,0,-8.116,1,0.045,0.076,0.000462,0.127,0.58,152.334,316560,4
1067,eric clapton,i can't stand it,spotify:track:08dOlDgNUJCyDNe7F9Dx37,0.856,0.735,9,-7.643,0,0.0352,0.144,0.41,0.0851,0.747,120.474,248413,4
1068,stray cats,rock this town,spotify:track:2SknHmwY6GiOv6aK7YRahd,0.254,0.853,2,-10.218,1,0.0517,0.104,0,0.242,0.711,201.952,207000,4
1069,j. geils band,freeze-frame,spotify:track:6QqK6a1CmV4L504uMQaGDH,0.573,0.806,0,-10.978,1,0.0356,0.151,0.0116,0.405,0.934,186.328,237507,4
1070,stevie nicks,stop draggin' my heart around,spotify:track:66LhCsc06aTa2Ig7iYPDSP,0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440,4
1071,michael stanley band,in the heartland,spotify:track:5v1uTDwk4E70I4NBB6ARk4,0.572,0.975,0,-8.496,1,0.0758,0.00178,0.00331,0.268,0.648,113.823,212867,4
1072,the who,another tricky day,spotify:track:4OOl1HrB8mN89arE62V3sX,0.709,0.818,5,-8.39,1,0.0352,0.153,0.000478,0.0416,0.75,113.433,296867,4
1073,the tubes,talk to ya later,spotify:track:0IJPu1GTh4qCLu5GDFaHJx,0.406,0.75,4,-13.801,1,0.0892,0.00882,4.95e-05,0.202,0.714,161.327,283733,4
1074,pat benatar,fire and ice,spotify:track:4U1yw4DNtAZq4oSCGTOJ2s,0.7,0.669,0,-3.453,0,0.0336,0.141,0.000212,0.157,0.491,118.325,198693,4
1075,styx,rockin' the paradise,spotify:track:3jZF3C8VxTSnteO3V6lVXz,0.533,0.831,9,-10.354,1,0.0363,0.0011,0.000522,0.105,0.755,149.112,214840,4
1076,joe walsh,a life of illusion,spotify:track:19P4fwkPhE6yVAXApFWDoF,0.692,0.613,2,-10.735,1,0.0282,0.0407,0.0652,0.094,0.93,120.901,210533,4
1077,styx,too much time on my hands,spotify:track:4hWUOIDHda9XOb1zDchftP,0.799,0.404,11,-13.597,0,0.0461,0.11,0,0.387,0.893,131.012,271267,4
1078,loverboy,working for the weekend,spotify:track:35k31HZI4z9PbBOioaI4dZ,0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000,4
1079,blackfoot,fly away,spotify:track:5TN7RTbTATxPfhQLsZv92R,0.558,0.781,0,-8.799,1,0.0543,0.113,0,0.535,0.806,135.018,177827,4
1080,santana,winning,spotify:track:1NT76WD8FONQqTXKZ4MIRT,0.664,0.521,2,-13.251,1,0.031,0.0935,0.000493,0.0502,0.746,86.142,209733,4
1081,judas priest,heading out to the highway,spotify:track:7sicPw7V9SYJl3Zjme9i4p,0.444,0.922,11,-4.519,0,0.0529,0.00635,0,0.305,0.301,140.206,225533,4
